permco,permno,gvkey,comnam,filename,date_call,year_call,month_call,day_call,presentation_found,q&a_found,E_call,S_call,G_call,pres_E_call,pres_S_call,pres_G_call,qa_E_call,qa_S_call,qa_G_call
65,10779,001117,RELM WIRELESS CORP,4788479.txt,10may2012,2012,5,10,1,1,0.21630391478538513,0.36905473470687866,0.284496933221817,0.20764470100402832,0.35141730308532715,0.2940073311328888,0.20718136429786682,0.3399871587753296,0.24908532202243805
65,10779,001117,RELM WIRELESS CORP,5938950.txt,03mar2016,2016,3,3,1,1,0.2355959415435791,0.35137856006622314,0.31745898723602295,0.2110942006111145,0.31578660011291504,0.27567723393440247,0.2194715291261673,0.34409672021865845,0.2922337055206299
65,10779,001117,B K TECHNOLOGIES CORP,13061492.txt,05mar2020,2020,3,5,1,1,0.21336711943149567,0.3254668712615967,0.30557262897491455,0.20591671764850616,0.2602365016937256,0.28141868114471436,0.19109384715557098,0.31680500507354736,0.2780885696411133
65,10779,001117,B K TECHNOLOGIES CORP,13174781.txt,14may2020,2020,5,14,1,1,0.20048198103904724,0.2894439697265625,0.2813182473182678,0.1891544610261917,0.28321903944015503,0.27878856658935547,0.19372504949569702,0.26335248351097107,0.2710811197757721
65,10779,001117,B K TECHNOLOGIES CORP,13304008.txt,06aug2020,2020,8,6,1,1,0.24443486332893372,0.3354629874229431,0.2769443392753601,0.22314244508743286,0.30057233572006226,0.27767524123191833,0.22951829433441162,0.35917285084724426,0.2717333436012268
65,10779,001117,B K TECHNOLOGIES CORP,13475880.txt,12nov2020,2020,11,12,1,1,0.21375688910484314,0.2993538975715637,0.24638640880584717,0.18904660642147064,0.2744620442390442,0.24543043971061707,0.22384771704673767,0.3217315673828125,0.21552592515945435
65,10779,001117,B K TECHNOLOGIES CORP,2021-Mar-04-BKTI.A-140805055972-transcript.txt,04mar2021,2021,3,4,1,1,0.19536031782627106,0.28014492988586426,0.22631308436393738,0.1388714611530304,0.2056591659784317,0.2044678032398224,0.2340981364250183,0.2927587628364563,0.19815272092819214
65,10779,001117,B K TECHNOLOGIES CORP,2021-May-13-BKTI.A-138236519457-transcript.txt,13may2021,2021,5,13,1,1,0.1870768666267395,0.2833161950111389,0.23861104249954224,0.20870447158813477,0.2950921058654785,0.26260870695114136,0.1173178181052208,0.22937420010566711,0.16887815296649933
65,10779,001117,B K TECHNOLOGIES CORP,2021-Aug-12-BKTI.A-137239813311-transcript.txt,12aug2021,2021,8,12,1,1,0.2058485448360443,0.2988653779029846,0.2799796462059021,0.17241182923316956,0.25916025042533875,0.26875150203704834,0.23577642440795898,0.32398098707199097,0.2400766760110855
65,10779,001117,B K TECHNOLOGIES CORP,2021-Nov-11-BKTI.A-140055077559-transcript.txt,11nov2021,2021,11,11,1,1,0.165244460105896,0.23676803708076477,0.2308124601840973,0.1455778181552887,0.19003568589687347,0.1959061324596405,0.1716468632221222,0.2841682434082031,0.28566908836364746
65,10779,001117,B K TECHNOLOGIES CORP,2022-Mar-17-BKTI.A-138509951533-transcript.txt,17mar2022,2022,3,17,1,1,0.18353219330310822,0.25538724660873413,0.23088833689689636,0.18044047057628632,0.2213854044675827,0.20800235867500305,0.1887117624282837,0.29604363441467285,0.26071271300315857
65,10779,001117,B K TECHNOLOGIES CORP,2022-May-12-BKTI.A-137891609334-transcript.txt,12may2022,2022,5,12,1,1,0.2013508677482605,0.27545714378356934,0.26816654205322266,0.16358165442943573,0.2354358434677124,0.24782954156398773,0.21736213564872742,0.31880003213882446,0.31247401237487793
65,10779,001117,B K TECHNOLOGIES CORP,2022-Aug-11-BKTI.A-140610524054-transcript.txt,11aug2022,2022,8,11,1,1,0.19263185560703278,0.22734913229942322,0.18942594528198242,0.15242286026477814,0.18456833064556122,0.16506427526474,0.22853843867778778,0.2830430269241333,0.2134416699409485
65,10779,001117,B K TECHNOLOGIES CORP,2022-Nov-03-BKTI.A-138810732625-transcript.txt,03nov2022,2022,11,3,1,1,0.20110860466957092,0.2535037398338318,0.2206171452999115,0.18125271797180176,0.24536839127540588,0.2004607617855072,0.20140773057937622,0.2046780288219452,0.20143261551856995
65,10779,001117,B K TECHNOLOGIES CORP,2023-Mar-16-BKTI.A-138517321401-transcript.txt,16mar2023,2023,3,16,1,1,0.1748526394367218,0.28154972195625305,0.24583831429481506,0.16899259388446808,0.2587045431137085,0.22366571426391602,0.14907443523406982,0.29547780752182007,0.255846232175827
65,10779,001117,B K TECHNOLOGIES CORP,2023-May-04-BKTI.A-137063496908-transcript.txt,04may2023,2023,5,4,1,1,0.20250752568244934,0.2635907232761383,0.224918395280838,0.17902426421642303,0.2675052881240845,0.23497113585472107,0.20754867792129517,0.23918774724006653,0.18581841886043549
65,10779,001117,B K TECHNOLOGIES CORP,2023-Aug-10-BKTI.A-140534522610-transcript.txt,10aug2023,2023,8,10,1,1,0.20815327763557434,0.28509801626205444,0.2514464259147644,0.163370281457901,0.23764720559120178,0.21323230862617493,0.21873155236244202,0.2891121506690979,0.25497791171073914
65,10779,001117,B K TECHNOLOGIES CORP,2024-Mar-14-BKTI.A-138215167412-transcript.txt,14mar2024,2024,3,14,1,1,0.2056848406791687,0.3027641773223877,0.2923118472099304,0.1670270562171936,0.24903643131256104,0.2560424208641052,0.22612690925598145,0.3475300669670105,0.31586772203445435
65,10779,001117,B K TECHNOLOGIES CORP,2024-May-09-BKTI.A-137942712551-transcript.txt,09may2024,2024,5,9,1,1,0.18076641857624054,0.25488269329071045,0.22708621621131897,0.1603771299123764,0.22466492652893066,0.2147665023803711,0.1692265272140503,0.2829459607601166,0.23867934942245483
65,10779,001117,B K TECHNOLOGIES CORP,2024-Aug-08-BKTI.A-141098569172-Transcript.txt,08aug2024,2024,8,8,1,1,0.21558955311775208,0.319854199886322,0.2976040542125702,0.1739187240600586,0.2562904953956604,0.2691325545310974,0.21869254112243652,0.3402395248413086,0.2877577841281891
65,10779,001117,B K TECHNOLOGIES CORP,2024-Nov-14-BKTI.A-140096856017-Transcript.txt,14nov2024,2024,11,14,1,1,0.1962670087814331,0.2700819969177246,0.2544218897819519,0.1505521982908249,0.23085401952266693,0.2545321583747864,0.2116864174604416,0.27481159567832947,0.22604790329933167
272,14323,001651,ANDREW CORP,689948.txt,16jan2003,2003,1,16,1,1,0.20184969902038574,0.3233659565448761,0.2659282386302948,0.14357402920722961,0.26691535115242004,0.25185856223106384,0.21933838725090027,0.3305359482765198,0.26563212275505066
272,14323,001651,ANDREW CORP,729821.txt,17apr2003,2003,4,17,1,1,0.2017478346824646,0.3369777500629425,0.30612289905548096,0.1451014280319214,0.2806391716003418,0.2592781186103821,0.2215268611907959,0.3503815531730652,0.31554025411605835
272,14323,001651,ANDREW CORP,756303.txt,29jul2003,2003,7,29,1,1,0.176097571849823,0.27599987387657166,0.24338799715042114,0.17085400223731995,0.2846747934818268,0.27971723675727844,0.1676148772239685,0.275878369808197,0.22256749868392944
272,14323,001651,ANDREW CORP,800453.txt,31oct2003,2003,10,31,1,1,0.1869923174381256,0.30456578731536865,0.27867329120635986,0.14469875395298004,0.28596389293670654,0.31847721338272095,0.2063351720571518,0.29967761039733887,0.23454537987709045
272,14323,001651,ANDREW CORP,836391.txt,02feb2004,2004,2,2,1,1,0.16189183294773102,0.29080116748809814,0.2669113278388977,0.1326964795589447,0.28933173418045044,0.30870676040649414,0.17655536532402039,0.2744269073009491,0.22203263640403748
272,14323,001651,ANDREW CORP,876308.txt,29apr2004,2004,4,29,1,1,0.2039792686700821,0.30190104246139526,0.2682102918624878,0.17084698379039764,0.3044629395008087,0.3060572147369385,0.21030545234680176,0.2862054705619812,0.23549136519432068
272,14323,001651,ANDREW CORP,916341.txt,26jul2004,2004,7,26,1,1,0.19278524816036224,0.2931518256664276,0.2670268416404724,0.14515160024166107,0.25574761629104614,0.2727101445198059,0.20940405130386353,0.298403263092041,0.25504839420318604
272,14323,001651,ANDREW CORP,947382.txt,28oct2004,2004,10,28,1,1,0.18876402080059052,0.3024948835372925,0.27790671586990356,0.14668181538581848,0.286186158657074,0.3131560981273651,0.19618460536003113,0.29829224944114685,0.2549569010734558
272,14323,001651,ANDREW CORP,997586.txt,27jan2005,2005,1,27,1,1,0.178611621260643,0.2920611500740051,0.2685881555080414,0.17356130480766296,0.298764705657959,0.3015383183956146,0.17773322761058807,0.27492305636405945,0.23943814635276794
272,14323,001651,ANDREW CORP,1042046.txt,28apr2005,2005,4,28,1,1,0.2157827764749527,0.3209712505340576,0.2647203207015991,0.19311149418354034,0.31615039706230164,0.29172396659851074,0.21663066744804382,0.3056148886680603,0.23262639343738556
272,14323,001651,ANDREW CORP,1102868.txt,28jul2005,2005,7,28,1,1,0.21454109251499176,0.3354422152042389,0.28517788648605347,0.20670950412750244,0.3345555067062378,0.31129544973373413,0.21395154297351837,0.3282562494277954,0.26632994413375854
272,14323,001651,ANDREW CORP,1151203.txt,27oct2005,2005,10,27,1,1,0.2279544472694397,0.3497641086578369,0.30539774894714355,0.175811767578125,0.33774930238723755,0.36710643768310547,0.23644539713859558,0.34482795000076294,0.27726390957832336
272,14323,001651,ANDREW CORP,1198020.txt,26jan2006,2006,1,26,1,1,0.21321965754032135,0.30951669812202454,0.26331204175949097,0.19942569732666016,0.3031526803970337,0.30716753005981445,0.20818336308002472,0.3012208938598633,0.23735284805297852
272,14323,001651,ANDREW CORP,1298986.txt,27apr2006,2006,4,27,1,1,0.23497213423252106,0.32640671730041504,0.2596679627895355,0.19210030138492584,0.2955676317214966,0.26783323287963867,0.24539193511009216,0.3231605589389801,0.24762623012065887
272,14323,001651,ANDREW CORP,1357175.txt,27jul2006,2006,7,27,1,1,0.1901940405368805,0.28568726778030396,0.2759439945220947,0.18781878054141998,0.31170982122421265,0.3017137944698334,0.18209663033485413,0.25827160477638245,0.24556881189346313
272,14323,001651,ANDREW CORP,1403697.txt,26oct2006,2006,10,26,1,1,0.20353323221206665,0.33133089542388916,0.30451858043670654,0.18130901455879211,0.3286626935005188,0.3340442180633545,0.2100776731967926,0.31175586581230164,0.2658456265926361
272,14323,001651,ANDREW CORP,1456687.txt,01feb2007,2007,2,1,1,1,0.20147965848445892,0.3283720314502716,0.29212597012519836,0.19128182530403137,0.3107519745826721,0.29666972160339355,0.19608724117279053,0.3254950940608978,0.2821979522705078
272,14323,001651,ANDREW CORP,1528941.txt,03may2007,2007,5,3,1,1,0.21235233545303345,0.3368663787841797,0.3109814524650574,0.20908084511756897,0.34758928418159485,0.3391261398792267,0.20622901618480682,0.31900325417518616,0.2851468324661255
297,38149,012075,BALLY TECHNOLOGIES INC,1763134.txt,13feb2008,2008,2,13,1,1,0.15626472234725952,0.32481664419174194,0.33137381076812744,0.12358146905899048,0.31679078936576843,0.34602057933807373,0.1679699718952179,0.30844274163246155,0.3028353452682495
297,38149,012075,BALLY TECHNOLOGIES INC,1827940.txt,12may2008,2008,5,12,1,1,0.14802148938179016,0.32017332315444946,0.320304811000824,0.11849206686019897,0.30060020089149475,0.3219876289367676,0.1888132393360138,0.31821209192276,0.28916293382644653
297,38149,012075,BALLY TECHNOLOGIES INC,1913831.txt,20aug2008,2008,8,20,1,1,0.1595166176557541,0.33297938108444214,0.3371610939502716,0.12878495454788208,0.31378036737442017,0.3247414529323578,0.17140325903892517,0.32586610317230225,0.31604430079460144
297,38149,012075,BALLY TECHNOLOGIES INC,1989426.txt,06nov2008,2008,11,6,1,1,0.15331825613975525,0.33111536502838135,0.31923454999923706,0.1257888376712799,0.32826370000839233,0.33341407775878906,0.18185876309871674,0.30828946828842163,0.27584347128868103
297,38149,012075,BALLY TECHNOLOGIES INC,2069803.txt,03feb2009,2009,2,3,1,1,0.16681510210037231,0.3242188096046448,0.3287774920463562,0.13624787330627441,0.303266704082489,0.3030277192592621,0.18640077114105225,0.3228687644004822,0.32589566707611084
297,38149,012075,BALLY TECHNOLOGIES INC,2170234.txt,07may2009,2009,5,7,1,1,0.15384908020496368,0.32336217164993286,0.31173768639564514,0.11555895209312439,0.30355387926101685,0.31697219610214233,0.1725941300392151,0.3165874183177948,0.2867429256439209
297,38149,012075,BALLY TECHNOLOGIES INC,2317658.txt,12aug2009,2009,8,12,1,1,0.16981615126132965,0.3218792676925659,0.31931328773498535,0.14641611278057098,0.322674959897995,0.3327499330043793,0.1889171302318573,0.31154733896255493,0.2942361533641815
297,38149,012075,BALLY TECHNOLOGIES INC,2482643.txt,29oct2009,2009,10,29,1,0,0.15900136530399323,0.31625258922576904,0.3036807179450989,0.15900136530399323,0.31625258922576904,0.3036807179450989,,,
297,38149,012075,BALLY TECHNOLOGIES INC,2660586.txt,27jan2010,2010,1,27,1,1,0.165620356798172,0.33131709694862366,0.3231375217437744,0.14041319489479065,0.31222933530807495,0.30956849455833435,0.17717796564102173,0.3217547535896301,0.30862683057785034
297,38149,012075,BALLY TECHNOLOGIES INC,2995245.txt,29apr2010,2010,4,29,1,1,0.14831292629241943,0.31013599038124084,0.2991061210632324,0.13430744409561157,0.31133905053138733,0.311122328042984,0.1524990051984787,0.26193031668663025,0.23447158932685852
297,38149,012075,BALLY TECHNOLOGIES INC,3229164.txt,12aug2010,2010,8,12,1,1,0.1684386134147644,0.3097740411758423,0.3104588985443115,0.12853512167930603,0.29958584904670715,0.31328609585762024,0.2116396576166153,0.30175524950027466,0.27776241302490234
297,38149,012075,BALLY TECHNOLOGIES INC,3362460.txt,27oct2010,2010,10,27,1,1,0.14924514293670654,0.2978917956352234,0.30466601252555847,0.11745317280292511,0.2693255841732025,0.276620090007782,0.1707812398672104,0.29987579584121704,0.2968462109565735
297,38149,012075,BALLY TECHNOLOGIES INC,3646489.txt,02feb2011,2011,2,2,1,1,0.18782544136047363,0.3123908042907715,0.2891576290130615,0.13386034965515137,0.27223968505859375,0.26048946380615234,0.22104597091674805,0.3223189413547516,0.27866408228874207
297,38149,012075,BALLY TECHNOLOGIES INC,3940506.txt,28apr2011,2011,4,28,1,1,0.1639222502708435,0.30161339044570923,0.2828856408596039,0.12464706599712372,0.2888399362564087,0.30026668310165405,0.18015193939208984,0.28760647773742676,0.2502025365829468
297,38149,012075,BALLY TECHNOLOGIES INC,4158709.txt,11aug2011,2011,8,11,1,1,0.1708865761756897,0.2971559166908264,0.2963738441467285,0.12482503056526184,0.2707529067993164,0.27828487753868103,0.2130061686038971,0.3127855360507965,0.29446130990982056
297,38149,012075,BALLY TECHNOLOGIES INC,4201472.txt,26oct2011,2011,10,26,1,1,0.1904069185256958,0.3257725238800049,0.30043354630470276,0.14278843998908997,0.29705163836479187,0.2920006513595581,0.20384109020233154,0.32358723878860474,0.29005762934684753
297,38149,012075,BALLY TECHNOLOGIES INC,4238475.txt,01feb2012,2012,2,1,1,1,0.15987353026866913,0.2980325222015381,0.2749667763710022,0.12104566395282745,0.2786251902580261,0.27190256118774414,0.18773579597473145,0.2945733964443207,0.24766921997070312
297,38149,012075,BALLY TECHNOLOGIES INC,4780806.txt,26apr2012,2012,4,26,1,1,0.14258331060409546,0.30216825008392334,0.28068551421165466,0.11014363914728165,0.2787732481956482,0.2700985074043274,0.15167154371738434,0.30013716220855713,0.26761409640312195
297,38149,012075,BALLY TECHNOLOGIES INC,4866669.txt,09aug2012,2012,8,9,1,1,0.16316737234592438,0.33223968744277954,0.32361385226249695,0.12341856956481934,0.28792446851730347,0.2914397716522217,0.18110312521457672,0.3347037434577942,0.3160160183906555
297,38149,012075,BALLY TECHNOLOGIES INC,4921098.txt,25oct2012,2012,10,25,1,1,0.15675872564315796,0.3113964796066284,0.30244994163513184,0.1217191070318222,0.2709578573703766,0.27748939394950867,0.1653372198343277,0.3020734190940857,0.28589797019958496
297,38149,012075,BALLY TECHNOLOGIES INC,4985296.txt,31jan2013,2013,1,31,1,1,0.18299289047718048,0.3230031132698059,0.30677101016044617,0.13511501252651215,0.30034157633781433,0.31400758028030396,0.21123740077018738,0.32396578788757324,0.288571298122406
297,38149,012075,BALLY TECHNOLOGIES INC,5057312.txt,24apr2013,2013,4,24,1,1,0.183081716299057,0.33058393001556396,0.32799920439720154,0.14293727278709412,0.29671937227249146,0.29933059215545654,0.20339561998844147,0.33384567499160767,0.3292217552661896
297,38149,012075,BALLY TECHNOLOGIES INC,5133691.txt,15aug2013,2013,8,15,1,1,0.15686161816120148,0.3017542362213135,0.3002065420150757,0.10135063529014587,0.26858991384506226,0.28488826751708984,0.17605701088905334,0.2907504439353943,0.28576862812042236
297,38149,012075,BALLY TECHNOLOGIES INC,5200267.txt,30oct2013,2013,10,30,1,1,0.1489066183567047,0.3015333414077759,0.3015020489692688,0.09405579417943954,0.2704710364341736,0.31626132130622864,0.19286984205245972,0.3171696662902832,0.26562559604644775
297,38149,012075,BALLY TECHNOLOGIES INC,5277769.txt,06feb2014,2014,2,6,1,1,0.16467055678367615,0.3144313097000122,0.310932457447052,0.12567883729934692,0.29972904920578003,0.31991809606552124,0.19673360884189606,0.29625725746154785,0.2591809034347534
297,38149,012075,BALLY TECHNOLOGIES INC,5344598.txt,01may2014,2014,5,1,1,1,0.15893353521823883,0.305685430765152,0.31728583574295044,0.1128963828086853,0.28485098481178284,0.3010427951812744,0.21036437153816223,0.3156895339488983,0.324688196182251
592,16890,002034,BANTA CORP,691623.txt,28jan2003,2003,1,28,1,1,0.156616672873497,0.3612740933895111,0.3490762710571289,0.1608443260192871,0.3673394024372101,0.3547886908054352,0.13892611861228943,0.32003259658813477,0.30759942531585693
592,16890,002034,BANTA CORP,729142.txt,30apr2003,2003,4,30,1,1,0.15837612748146057,0.36113855242729187,0.33772218227386475,0.1454164981842041,0.3636704087257385,0.3475041091442108,0.18385902047157288,0.3220214247703552,0.26590585708618164
592,16890,002034,BANTA CORP,765247.txt,29jul2003,2003,7,29,1,1,0.17267641425132751,0.36393389105796814,0.3372127115726471,0.15575984120368958,0.3655623197555542,0.3440421223640442,0.19472302496433258,0.32220834493637085,0.28104206919670105
592,16890,002034,BANTA CORP,797947.txt,28oct2003,2003,10,28,1,1,0.15655267238616943,0.3531433939933777,0.3377922475337982,0.14623352885246277,0.3670249581336975,0.3420723080635071,0.15816131234169006,0.2996571660041809,0.3058887720108032
592,16890,002034,BANTA CORP,827400.txt,28jan2004,2004,1,28,1,1,0.15116681158542633,0.35978055000305176,0.3447880148887634,0.13824111223220825,0.3641142249107361,0.3347877264022827,0.15522250533103943,0.3152945041656494,0.3315693140029907
592,16890,002034,BANTA CORP,877993.txt,28apr2004,2004,4,28,1,1,0.16851457953453064,0.37657463550567627,0.37743014097213745,0.15059494972229004,0.3701603412628174,0.35602515935897827,0.18214398622512817,0.2950921654701233,0.3782786726951599
592,16890,002034,BANTA CORP,917181.txt,28jul2004,2004,7,28,1,1,0.17659899592399597,0.3775365352630615,0.3577660918235779,0.1570543795824051,0.36587759852409363,0.34601718187332153,0.18574783205986023,0.35584336519241333,0.3337702751159668
592,16890,002034,BANTA CORP,917780.txt,27oct2004,2004,10,27,1,1,0.18293866515159607,0.3740364611148834,0.3477977216243744,0.15399083495140076,0.3895397484302521,0.35624760389328003,0.2416631132364273,0.32988351583480835,0.3010820746421814
592,16890,002034,BANTA CORP,987477.txt,26jan2005,2005,1,26,1,1,0.177847757935524,0.38056832551956177,0.38393083214759827,0.14746223390102386,0.3731057047843933,0.35283035039901733,0.2033875733613968,0.34314173460006714,0.3908624053001404
592,16890,002034,BANTA CORP,1048769.txt,27apr2005,2005,4,27,1,1,0.16788235306739807,0.36510634422302246,0.3766496181488037,0.14845655858516693,0.3652700185775757,0.3433493971824646,0.17268387973308563,0.3276326656341553,0.37110650539398193
592,16890,002034,BANTA CORP,1084711.txt,27jul2005,2005,7,27,1,1,0.1623954474925995,0.3878629207611084,0.36591845750808716,0.15216460824012756,0.38026389479637146,0.35509610176086426,0.16850991547107697,0.35869544744491577,0.3456549346446991
592,16890,002034,BANTA CORP,1109124.txt,26oct2005,2005,10,26,1,1,0.17485609650611877,0.37363699078559875,0.3395216464996338,0.15780621767044067,0.3824389576911926,0.3437529504299164,0.18485742807388306,0.3425180912017822,0.32068586349487305
592,16890,002034,BANTA CORP,1183801.txt,01feb2006,2006,2,1,1,1,0.18325519561767578,0.4026457667350769,0.41146963834762573,0.16325049102306366,0.38209933042526245,0.3835921287536621,0.20058251917362213,0.3943091630935669,0.4111923277378082
592,16890,002034,BANTA CORP,1183825.txt,26apr2006,2006,4,26,1,1,0.19195856153964996,0.3967154920101166,0.34895122051239014,0.16652297973632812,0.35918182134628296,0.33245858550071716,0.19423937797546387,0.38396528363227844,0.30992835760116577
592,16890,002034,BANTA CORP,1183837.txt,26jul2006,2006,7,26,1,1,0.18858468532562256,0.37397825717926025,0.3581216335296631,0.17190960049629211,0.37491917610168457,0.3645225763320923,0.19720488786697388,0.3385951519012451,0.3250960111618042
592,16890,002034,BANTA CORP,1183851.txt,25oct2006,2006,10,25,1,1,0.20349657535552979,0.4330025315284729,0.4265199899673462,0.18409131467342377,0.39896491169929504,0.37947404384613037,0.21492107212543488,0.41717156767845154,0.4257418215274811
925,23887,135484,CITIZENS COMMUNICATIONS CO,698499.txt,04mar2003,2003,3,4,1,1,0.15882828831672668,0.31081676483154297,0.3359825313091278,0.1564369797706604,0.27323055267333984,0.29820433259010315,0.16422095894813538,0.3189448118209839,0.34614038467407227
925,23887,135484,CITIZENS COMMUNICATIONS CO,735974.txt,06may2003,2003,5,6,1,1,0.17329321801662445,0.30690640211105347,0.29627954959869385,0.17155545949935913,0.33346161246299744,0.3463040292263031,0.17202988266944885,0.26838943362236023,0.24630886316299438
925,23887,135484,CITIZENS COMMUNICATIONS CO,768637.txt,07aug2003,2003,8,7,1,1,0.16571272909641266,0.2890862822532654,0.2965998649597168,0.14256244897842407,0.3070700764656067,0.325827032327652,0.1662847250699997,0.25606071949005127,0.25710856914520264
925,23887,135484,CITIZENS COMMUNICATIONS CO,802979.txt,06nov2003,2003,11,6,1,1,0.17172694206237793,0.29844555258750916,0.30656495690345764,0.17013247311115265,0.32113116979599,0.3152022957801819,0.16061323881149292,0.277554988861084,0.29350119829177856
925,23887,135484,CITIZENS COMMUNICATIONS CO,846965.txt,04mar2004,2004,3,4,1,1,0.1878814846277237,0.33051973581314087,0.3395290970802307,0.17304745316505432,0.3314402103424072,0.3256305158138275,0.18660390377044678,0.2943089008331299,0.31305640935897827
925,23887,135484,CITIZENS COMMUNICATIONS CO,880408.txt,06may2004,2004,5,6,1,1,0.13095323741436005,0.24371829628944397,0.22345967590808868,0.13036367297172546,0.26570409536361694,0.24096524715423584,0.12067575752735138,0.208149716258049,0.1915658414363861
925,23887,135484,CITIZENS COMMUNICATIONS CO,918791.txt,03aug2004,2004,8,3,1,1,0.15862886607646942,0.2762312889099121,0.31231236457824707,0.10645313560962677,0.2517985701560974,0.26888811588287354,0.16738852858543396,0.26642128825187683,0.31945836544036865
925,23887,135484,CITIZENS COMMUNICATIONS CO,953027.txt,02nov2004,2004,11,2,1,1,0.1665041148662567,0.2758878767490387,0.25926923751831055,0.13814008235931396,0.285958468914032,0.28390607237815857,0.17635047435760498,0.25389671325683594,0.22709502279758453
925,23887,135484,CITIZENS COMMUNICATIONS CO,1000250.txt,08mar2005,2005,3,8,1,1,0.1547817885875702,0.3135129511356354,0.32100343704223633,0.1420089304447174,0.3158636689186096,0.31345200538635254,0.1576116383075714,0.2908892035484314,0.31542831659317017
925,23887,135484,CITIZENS COMMUNICATIONS CO,1056644.txt,03may2005,2005,5,3,1,1,0.14145515859127045,0.27219897508621216,0.28115350008010864,0.12795566022396088,0.27587953209877014,0.2839776873588562,0.13621678948402405,0.2614480257034302,0.272983193397522
925,23887,135484,CITIZENS COMMUNICATIONS CO,1094231.txt,29jul2005,2005,7,29,1,1,0.1306113302707672,0.25855326652526855,0.26392582058906555,0.127529114484787,0.28278082609176636,0.28361302614212036,0.13167628645896912,0.22525978088378906,0.23739242553710938
